Course Name,University,Aptitude Score,Family_Income,Parental_Education_Level,Previous Score,Extracurricular activity,Difficulty Level,Course rating
Molecular Evolution (Bioinformatics IV),University of California San Diego,74,High,High School,64,No,Advanced,4.7
Our Energy Future,University of California San Diego,89,Medium,College,66,No,Beginner,4.7
Teaching Impacts of Technology: Global Society,University of California San Diego,68,Low,High School,67,Yes,Advanced,4.3
Introduction to Algae,University of California San Diego,84,High,High School,67,No,Beginner,4.7
Introduction to Big Data,University of California San Diego,90,Low,Postgraduate,67,Yes,Conversant,4.6
Hadoop Platform and Application Framework,University of California San Diego,100,Medium,High School,63,No,Conversant,3.8
Advanced Data Structures in Java,University of California San Diego,100,Low,Postgraduate,69,No,Intermediate,4.7
Converting Challenges into Opportunities,University of California San Diego,97,Medium,High School,75,Yes,Beginner,4.6
Learn to Teach Java: ArrayLists and 2D Arrays,University of California San Diego,71,Medium,High School,68,Yes,Advanced,5
Teaching Impacts of Technology: Fundamentals,University of California San Diego,57,Low,College,68,No,Advanced,4.9
Mathematical Thinking in Computer Science,University of California San Diego,61,Low,College,66,No,Intermediate,4.2
Internet of Things: Communication Technologies,University of California San Diego,87,Medium,High School,64,Yes,Intermediate,4.5
Object Oriented Programming in Java,University of California San Diego,66,Low,High School,65,Yes,Beginner,4.7
Object Oriented Programming in Java,University of California San Diego,52,Medium,College,73,No,Beginner,4.7
Meaningful Predictive Modeling,University of California San Diego,91,Low,Postgraduate,66,No,Advanced,4.2
Achieving Your Optimal Performance,University of California San Diego,96,Low,High School,62,Yes,Advanced,4.6
Introduction to Graph Theory,University of California San Diego,85,High,High School,69,Yes,Intermediate,4.4
Learn to Teach Java: Writing Classes and Arrays,University of California San Diego,61,High,High School,66,No,Advanced,4.6
Networking and Volunteerism for Career Success,University of California San Diego,54,Medium,High School,69,Yes,Advanced,4.3
Teaching Impacts of Technology: Workplace of the Future,University of California San Diego,65,Medium,High School,64,Yes,Advanced,4.6
Delivery Problem,University of California San Diego,85,Medium,Postgraduate,73,Yes,Intermediate,4.7
Human-Centered Design: an Introduction,University of California San Diego,90,High,High School,68,Yes,Advanced,4.6
Internet of Things: How did we get here?,University of California San Diego,85,High,Postgraduate,66,Yes,Advanced,3.7
Internet of Things Capstone V2: Build a Mobile Surveillance System,University of California San Diego,73,Low,High School,67,No,Advanced,4.8
Mastering the Software Engineering Interview,University of California San Diego,56,Low,High School,63,Yes,Conversant,4.6
Learning How to Learn: Powerful mental tools to help you master tough subjects,University of California San Diego,98,Low,College,65,Yes,Conversant,4.8
Input and Interaction,University of California San Diego,73,Low,College,65,No,Advanced,4.6
Gut Check: Exploring Your Microbiome,University of California San Diego,68,High,High School,66,No,Intermediate,4.7
Code Free Data Science,University of California San Diego,75,High,College,71,Yes,Beginner,4.3
"Learn to Teach Java: Sequences, Primitive Types and Using Objects",University of California San Diego,82,Low,High School,69,Yes,Advanced,4.9
Basic Data Processing and Visualization,University of California San Diego,67,Low,Postgraduate,65,No,Advanced,4.2
Computational Thinking for K-12 Educators: Nested If Statements and Compound Conditionals,University of California San Diego,77,Medium,High School,69,No,Advanced,5
Genome Sequencing (Bioinformatics II),University of California San Diego,66,Medium,College,59,Yes,Advanced,4.5
"Designing, Running, and Analyzing Experiments",University of California San Diego,75,Low,College,64,Yes,Advanced,3.2
Information Design,University of California San Diego,75,Low,Postgraduate,67,No,Advanced,4.4
Learn to Teach Java: Inheritance and Recursion,University of California San Diego,94,Medium,Postgraduate,69,No,Advanced,4.5
Biology Meets Programming: Bioinformatics for Beginners,University of California San Diego,80,Low,High School,69,Yes,Advanced,4.2
Big Data - Capstone Project,University of California San Diego,53,Low,College,63,No,Advanced,4.2
Internet of Things V2: DragonBoardï¿½ bring up and community ecosystem,University of California San Diego,98,Medium,College,72,No,Advanced,3
Computational Thinking for K-12 Educators: Conditional Loops and If Statements,University of California San Diego,80,Medium,High School,66,Yes,Advanced,5
Genome Assembly Programming Challenge,University of California San Diego,83,Medium,Postgraduate,71,Yes,Intermediate,4.3
User Experience: Research & Prototyping,University of California San Diego,81,Medium,College,65,No,Advanced,4.5
Internet of Things V2: Setting up and Using Cloud Services,University of California San Diego,95,High,College,64,Yes,Advanced,4.7
Internet of Things: Sensing and Actuation From Devices,University of California San Diego,95,Low,High School,65,Yes,Intermediate,4.4
Computational Thinking for K-12 Educators: Variables and Nested Loops,University of California San Diego,61,Medium,Postgraduate,69,Yes,Advanced,4.7
"Comparing Genes, Proteins, and Genomes (Bioinformatics III)",University of California San Diego,90,High,Postgraduate,63,Yes,Advanced,4.7
Finding Mutations in DNA and Proteins (Bioinformatics VI),University of California San Diego,79,Medium,College,67,Yes,Advanced,4.6
Design Principles: an Introduction,University of California San Diego,67,Low,High School,64,No,Advanced,4.6
Data Structures and Performance,University of California San Diego,97,Low,College,76,Yes,Beginner,4.8
Data Structures and Performance,University of California San Diego,62,Medium,College,67,Yes,Beginner,4.8
Algorithmic Toolbox,University of California San Diego,91,Low,College,66,Yes,Beginner,4.6
Algorithms on Graphs,University of California San Diego,67,Low,High School,60,No,Intermediate,4.7
Deploying Machine Learning Models,University of California San Diego,51,Medium,High School,68,No,Beginner,3.2
Finding Hidden Messages in DNA (Bioinformatics I),University of California San Diego,75,Medium,Postgraduate,68,No,Advanced,4.3
Machine Learning With Big Data,University of California San Diego,90,Medium,Postgraduate,72,No,Beginner,4.6
Algorithms on Strings,University of California San Diego,84,High,College,69,Yes,Advanced,4.4
Internet of Things: Multimedia Technologies,University of California San Diego,59,Low,High School,67,Yes,Beginner,4.6
Combinatorics and Probability,University of California San Diego,92,Low,College,65,Yes,Advanced,4.6
Design Thinking and Predictive Analytics for Data Products,University of California San Diego,79,High,Postgraduate,62,Yes,Intermediate,4.3
Social Computing,University of California San Diego,83,Low,College,69,Yes,Advanced,4.4
"Computational Thinking for K-12 Educators: Abstraction, Methods, and Lists",University of California San Diego,57,Medium,High School,68,Yes,Advanced,5
Advanced Algorithms and Complexity,University of California San Diego,62,High,College,68,Yes,Advanced,4.5
Drug Commercialization,University of California San Diego,89,Low,High School,72,Yes,Beginner,4.7
Bioinformatics Capstone: Big Data in Biology,University of California San Diego,66,Low,High School,67,Yes,Advanced,4.4
Interaction Design Capstone Project,University of California San Diego,52,High,Postgraduate,69,Yes,Advanced,4.1
Big Data Modeling and Management Systems,University of California San Diego,78,Medium,High School,63,No,Intermediate,4.4
Computational Thinking for K-12 Educators Capstone,University of California San Diego,52,Medium,Postgraduate,66,Yes,Advanced,3
Drug Development,University of California San Diego,82,Low,College,65,No,Beginner,4.6
Genomic Data Science and Clustering (Bioinformatics V),University of California San Diego,80,Medium,College,70,Yes,Advanced,4.1
Internet of Things: Setting Up Your DragonBoardï¿½ Development Platform,University of California San Diego,85,Medium,High School,65,No,Advanced,4.1
Capstone: Analyzing (Social) Network Data,University of California San Diego,68,Medium,College,71,Yes,Intermediate,4.6
Internet of Things Capstone: Build a Mobile Surveillance System,University of California San Diego,96,Medium,Postgraduate,73,No,Advanced,3.5
Number Theory and Cryptography,University of California San Diego,65,Medium,High School,67,Yes,Advanced,4.5
Computational Thinking for K-12 Educators: Sequences and Loops,University of California San Diego,97,Medium,High School,64,Yes,Advanced,5
Teaching Impacts of Technology: Relationships,University of California San Diego,75,Medium,Postgraduate,65,No,Advanced,3.8
Drug Discovery,University of California San Diego,85,Medium,College,66,Yes,Beginner,4.6
Graph Analytics for Big Data,University of California San Diego,77,Medium,College,66,Yes,Beginner,4.2
Data Structures,University of California San Diego,84,Low,College,69,Yes,Intermediate,4.6
Big Data Integration and Processing,University of California San Diego,89,Low,College,65,Yes,Beginner,4.4
Capstone Project: Teaching Impacts of Technology,University of California San Diego,90,High,Postgraduate,62,Yes,Advanced,4.8
Creating Dashboards and Storytelling with Tableau,"University of California, Davis",82,Low,High School,65,Yes,Advanced,4.6
Setting Expectations & Assessing Performance Issues,"University of California, Davis",86,Low,Postgraduate,65,No,Intermediate,4.7
Advanced Search Engine Optimization Strategies,"University of California, Davis",51,High,Postgraduate,67,Yes,Beginner,4.4
Quantitative Research,"University of California, Davis",65,High,College,63,No,Advanced,4.1
Principles of Secure Coding,"University of California, Davis",78,Low,High School,68,No,Intermediate,4.3
Healthcare Data Models,"University of California, Davis",65,High,High School,62,Yes,Advanced,4.2
Fundamentals of Visualization with Tableau,"University of California, Davis",55,Medium,High School,64,No,Beginner,4.4
Coaching Practices,"University of California, Davis",67,Medium,Postgraduate,66,Yes,Beginner,4.7
Annual Campaigns: Building a Case for Support,"University of California, Davis",94,Medium,College,70,Yes,Advanced,4.2
Autism Spectrum Disorder,"University of California, Davis",73,Medium,College,61,No,Beginner,4.5
Healthcare Data Quality and Governance,"University of California, Davis",79,Medium,Postgraduate,67,No,Intermediate,4.5
"Imagery, Automation, and Applications","University of California, Davis",88,Low,College,65,Yes,Intermediate,4.8
Designing and Implementing Your Coaching Strategy,"University of California, Davis",61,Medium,High School,68,Yes,Advanced,4.7
Materials Science: 10 Things Every Engineer Should Know,"University of California, Davis",78,Medium,High School,69,Yes,Beginner,4.7
Research Report: Delivering Insights,"University of California, Davis",98,High,Postgraduate,66,Yes,Advanced,4.4
Coaching Conversations,"University of California, Davis",82,Medium,Postgraduate,72,No,Intermediate,4.6
Healthcare Data Literacy,"University of California, Davis",86,Medium,College,72,No,Beginner,4.5
Spanish Vocabulary: Meeting People,"University of California, Davis",95,Medium,College,70,Yes,Beginner,4.4
Geospatial Analysis Project,"University of California, Davis",54,Medium,High School,67,No,Advanced,4.8
SQL for Data Science,"University of California, Davis",70,High,College,64,No,Conversant,4.5
The Strategy of Content Marketing,"University of California, Davis",55,High,High School,67,No,Beginner,4.2
Website Optimization Client Report Project,"University of California, Davis",65,Low,High School,70,Yes,Advanced,4.7
Introduction to Search Engine Optimization,"University of California, Davis",76,Low,Postgraduate,64,Yes,Beginner,4.5
Wine Tasting: Sensory Techniques for Wine Analysis,"University of California, Davis",82,High,High School,65,Yes,Intermediate,4.5
Social Network Analysis,"University of California, Davis",98,Low,High School,70,Yes,Beginner,4.6
Spanish Vocabulary: Cultural Experience,"University of California, Davis",78,Low,Postgraduate,72,Yes,Intermediate,4.5
DevOps Culture and Mindset,"University of California, Davis",53,Medium,College,63,Yes,Advanced,4.8
Identifying Security Vulnerabilities,"University of California, Davis",88,Medium,College,66,Yes,Intermediate,4.6
Optimizing a Website for Search,"University of California, Davis",51,Medium,Postgraduate,70,No,Beginner,4.6
Distributed Computing with Spark SQL,"University of California, Davis",52,Low,High School,66,No,Beginner,4.2
Search Engine Optimization Fundamentals,"University of California, Davis",58,Low,Postgraduate,70,No,Beginner,4.7
Advanced Content and Social Tactics to Optimize SEO,"University of California, Davis",58,Low,College,64,Yes,Beginner,4.4
Major and Principal Gifts,"University of California, Davis",61,Low,College,70,Yes,Intermediate,4.5
Essential Design Principles for Tableau,"University of California, Davis",52,Medium,College,71,Yes,Beginner,4.4
"Big Data, Artificial Intelligence, and Ethics","University of California, Davis",66,Medium,High School,69,Yes,Beginner,4.5
Data Visualization with Tableau Project,"University of California, Davis",92,High,High School,72,Yes,Advanced,4.6
